"mmwr_week","week","week_start","week_end","season","pathogen","siteno","sitename","year","target_wkavg_concentration","conc_toplot","wkavg_val","wkavg_val_category","row_id"
"202407","7","02/11/2024","02/17/2024","2023-2024","Influenza A","999","All sites","2024","22,242.8571428571","10.34719057255","3.7","Low","202407-999-Influenza A"
"202527","27","06/29/2025","07/05/2025","2024-2025","RSV","6","West Pullman/Roseland","2025","0",,"0","Minimal","202527-6-RSV"
"202528","28","07/06/2025","07/12/2025","2024-2025","SARS-CoV-2","8","Little Village","2025","21,975","10.34192888375","0.9","Minimal","202528-8-SARS-CoV-2"
"202506","6","02/02/2025","02/08/2025","2024-2025","Influenza B","6","West Pullman/Roseland","2025","0",,"0","Minimal","202506-6-Influenza B"
"202424","24","06/09/2024","06/15/2024","2023-2024","SARS-CoV-2","999","All sites","2024","69,032.1428571429","10.83905135472","2.1","Low","202424-999-SARS-CoV-2"
"202325","25","06/18/2023","06/24/2023","2022-2023","Influenza A","9","North Branch PS","2023","0",,"0","Minimal","202325-9-Influenza A"
"202230","30","07/24/2022","07/30/2022","2021-2022","RSV","4","Austin/Montclare","2022",,,"0","Minimal","202230-4-RSV"
"202440","40","09/29/2024","10/05/2024","2024-2025","SARS-CoV-2","10","Racine Ave PS","2024","73,950","10.86893817833","2.4","Low","202440-10-SARS-CoV-2"
"202502","2","01/05/2025","01/11/2025","2024-2025","SARS-CoV-2","9","North Branch PS","2025","459,900","11.66266340957","6.2","High","202502-9-SARS-CoV-2"
"202543","43","10/19/2025","10/25/2025","2025-2026","RSV","6","West Pullman/Roseland","2025","0",,"0","Minimal","202543-6-RSV"
"202503","3","01/12/2025","01/18/2025","2024-2025","RSV","8","Little Village","2025","106,650","11.02796085979","11.7","Very High","202503-8-RSV"
"202245","45","11/06/2022","11/12/2022","2022-2023","SARS-CoV-2","5","Chicago Lawn/Ashburn","2022","88,612.5","10.94749498936","2.5","Low","202245-5-SARS-CoV-2"
"202304","4","01/22/2023","01/28/2023","2022-2023","Influenza A","6","West Pullman/Roseland","2023","2,025","9.30642502755","1","Minimal","202304-6-Influenza A"
"202343","43","10/22/2023","10/28/2023","2023-2024","Influenza A","9","North Branch PS","2023","5,850","9.76715586608","1.3","Minimal","202343-9-Influenza A"
"202434","34","08/18/2024","08/24/2024","2023-2024","SARS-CoV-2","9","North Branch PS","2024","465,412.5","11.66783804334","6.5","High","202434-9-SARS-CoV-2"
"202401","1","12/31/2023","01/06/2024","2023-2024","RSV","999","All sites","2024","173,732.142857143","11.23988017639","18.2","Very High","202401-999-RSV"
"202518","18","04/27/2025","05/03/2025","2024-2025","Influenza B","9","North Branch PS","2025","11,925","10.07645838771","2.9","Low","202518-9-Influenza B"
"202420","20","05/12/2024","05/18/2024","2023-2024","Influenza B","9","North Branch PS","2024","1,987.5","9.29830713733","1","Minimal","202420-9-Influenza B"
"202426","26","06/23/2024","06/29/2024","2023-2024","RSV","4","Austin/Montclare","2024","7,912.5","9.89831372303","1.6","Minimal","202426-4-RSV"
"202552","52","12/21/2025","12/27/2025","2025-2026","Influenza A","4","Austin/Montclare","2025","124,800","11.09621458535","12","High","202552-4-Influenza A"
"202330","30","07/23/2023","07/29/2023","2022-2023","SARS-CoV-2","6","West Pullman/Roseland","2023","61,312.5","10.78754902472","3.4","Low","202330-6-SARS-CoV-2"
"202501","1","12/29/2024","01/04/2025","2024-2025","SARS-CoV-2","10","Racine Ave PS","2025","594,675","11.77427968124","9.7","Very High","202501-10-SARS-CoV-2"
"202330","30","07/23/2023","07/29/2023","2022-2023","SARS-CoV-2","999","All sites","2023","117,883.928571429","11.07145460061","3.4","Low","202330-999-SARS-CoV-2"
"202423","23","06/02/2024","06/08/2024","2023-2024","RSV","5","Chicago Lawn/Ashburn","2024","0",,"0","Minimal","202423-5-RSV"
"202412","12","03/17/2024","03/23/2024","2023-2024","SARS-CoV-2","10","Racine Ave PS","2024","297,562.5","11.47357819882","6","High","202412-10-SARS-CoV-2"
"202308","8","02/19/2023","02/25/2023","2022-2023","RSV","6","West Pullman/Roseland","2023",,,"0","Minimal","202308-6-RSV"
"202537","37","09/07/2025","09/13/2025","2024-2025","Influenza B","9","North Branch PS","2025","0",,"0","Minimal","202537-9-Influenza B"
"202303","3","01/15/2023","01/21/2023","2022-2023","Influenza B","8","Little Village","2023","2,100","9.32221929473","1.1","Minimal","202303-8-Influenza B"
"202422","22","05/26/2024","06/01/2024","2023-2024","Influenza B","10","Racine Ave PS","2024","3,975","9.59933713299","1","Minimal","202422-10-Influenza B"
"202445","45","11/03/2024","11/09/2024","2024-2025","Influenza A","9","North Branch PS","2024","8,025","9.90444504108","1.7","Minimal","202445-9-Influenza A"
"202251","51","12/18/2022","12/24/2022","2022-2023","Influenza A","6","West Pullman/Roseland","2022","4,050","9.60745502321","1","Minimal","202251-6-Influenza A"
"202314","14","04/02/2023","04/08/2023","2022-2023","SARS-CoV-2","5","Chicago Lawn/Ashburn","2023","472,612.5","11.67450520399","8.2","Very High","202314-5-SARS-CoV-2"
"202535","35","08/24/2025","08/30/2025","2024-2025","SARS-CoV-2","4","Austin/Montclare","2025","72,450","10.86003838981","2.1","Low","202535-4-SARS-CoV-2"
"202416","16","04/14/2024","04/20/2024","2023-2024","Influenza B","6","West Pullman/Roseland","2024","6,187.5","9.79151521194","1.5","Minimal","202416-6-Influenza B"
"202329","29","07/16/2023","07/22/2023","2022-2023","SARS-CoV-2","10","Racine Ave PS","2023","48,337.5","10.68428418508","1.8","Minimal","202329-10-SARS-CoV-2"
"202233","33","08/14/2022","08/20/2022","2021-2022","SARS-CoV-2","4","Austin/Montclare","2022","557,512.5","11.74625460916","7.5","High","202233-4-SARS-CoV-2"
"202212","12","03/20/2022","03/26/2022","2021-2022","SARS-CoV-2","6","West Pullman/Roseland","2022","18,500","10.2671717284","1.6","Minimal","202212-6-SARS-CoV-2"
"202543","43","10/19/2025","10/25/2025","2025-2026","Influenza A","11","125th St PS","2025","1,912.5","9.28160144383","1","Minimal","202543-11-Influenza A"
"202303","3","01/15/2023","01/21/2023","2022-2023","Influenza B","6","West Pullman/Roseland","2023","0",,"0","Minimal","202303-6-Influenza B"
"202237","37","09/11/2022","09/17/2022","2021-2022","Influenza B","5","Chicago Lawn/Ashburn","2022",,,"0","Minimal","202237-5-Influenza B"
"202338","38","09/17/2023","09/23/2023","2022-2023","Influenza B","9","North Branch PS","2023","0",,"0","Minimal","202338-9-Influenza B"
"202332","32","08/06/2023","08/12/2023","2022-2023","SARS-CoV-2","6","West Pullman/Roseland","2023","180,600","11.25671774598","7.7","High","202332-6-SARS-CoV-2"
"202238","38","09/18/2022","09/24/2022","2021-2022","Influenza A","6","West Pullman/Roseland","2022",,,"0","Minimal","202238-6-Influenza A"
"202601","1","01/04/2026","01/10/2026","2025-2026","Influenza B","999","All sites","2026","3,651.37916785114","9.56245693346","0","Minimal","202601-999-Influenza B"
"202352","52","12/24/2023","12/30/2023","2023-2024","Influenza A","10","Racine Ave PS","2023","69,937.5","10.84471010387","8.2","Moderate","202352-10-Influenza A"
"202344","44","10/29/2023","11/04/2023","2023-2024","RSV","11","125th St PS","2023","0",,"0","Minimal","202344-11-RSV"
"202507","7","02/09/2025","02/15/2025","2024-2025","RSV","11","125th St PS","2025","15,975","10.20344086683","5.9","Moderate","202507-11-RSV"
"202330","30","07/23/2023","07/29/2023","2022-2023","SARS-CoV-2","9","North Branch PS","2023","153,112.5","11.18501064765","2.8","Low","202330-9-SARS-CoV-2"
"202434","34","08/18/2024","08/24/2024","2023-2024","SARS-CoV-2","5","Chicago Lawn/Ashburn","2024","213,075","11.32853249711","4.4","Moderate","202434-5-SARS-CoV-2"
"202315","15","04/09/2023","04/15/2023","2022-2023","RSV","8","Little Village","2023","6,000","9.77815125038","2.3","Minimal","202315-8-RSV"
"202551","51","12/14/2025","12/20/2025","2025-2026","RSV","4","Austin/Montclare","2025","5,737.8825261373","9.75875165252","1.3","Minimal","202551-4-RSV"
"202309","9","02/26/2023","03/04/2023","2022-2023","SARS-CoV-2","6","West Pullman/Roseland","2023","131,925","11.12032710285","6.5","High","202309-6-SARS-CoV-2"
"202415","15","04/07/2024","04/13/2024","2023-2024","Influenza B","999","All sites","2024","36,225","10.55900839414","0","Minimal","202415-999-Influenza B"
"202551","51","12/14/2025","12/20/2025","2025-2026","RSV","11","125th St PS","2025","1,800","9.2552725051","0.9","Minimal","202551-11-RSV"
"202223","23","06/05/2022","06/11/2022","2021-2022","Influenza A","6","West Pullman/Roseland","2022",,,"0","Minimal","202223-6-Influenza A"
"202305","5","01/29/2023","02/04/2023","2022-2023","SARS-CoV-2","6","West Pullman/Roseland","2023","252,225","11.40178813071","10","Very High","202305-6-SARS-CoV-2"
"202547","47","11/16/2025","11/22/2025","2025-2026","Influenza B","5","Chicago Lawn/Ashburn","2025","0",,"0","Minimal","202547-5-Influenza B"
"202436","36","09/01/2024","09/07/2024","2023-2024","Influenza B","6","West Pullman/Roseland","2024","0",,"0","Minimal","202436-6-Influenza B"
"202217","17","04/24/2022","04/30/2022","2021-2022","Influenza A","6","West Pullman/Roseland","2022",,,"0","Minimal","202217-6-Influenza A"
"202316","16","04/16/2023","04/22/2023","2022-2023","Influenza B","8","Little Village","2023","0",,"0","Minimal","202316-8-Influenza B"
"202412","12","03/17/2024","03/23/2024","2023-2024","Influenza B","9","North Branch PS","2024","7,950","9.90036712866","2","Minimal","202412-9-Influenza B"
"202426","26","06/23/2024","06/29/2024","2023-2024","Influenza B","11","125th St PS","2024","0",,"0","Minimal","202426-11-Influenza B"
"202425","25","06/16/2024","06/22/2024","2023-2024","SARS-CoV-2","999","All sites","2024","211,548.214285714","11.32540936373","4.4","Moderate","202425-999-SARS-CoV-2"
"202441","41","10/06/2024","10/12/2024","2024-2025","Influenza A","8","Little Village","2024","0",,"0","Minimal","202441-8-Influenza A"
"202401","1","12/31/2023","01/06/2024","2023-2024","Influenza A","5","Chicago Lawn/Ashburn","2024","112,612.5","11.05158659993","11","Moderate","202401-5-Influenza A"
"202451","51","12/15/2024","12/21/2024","2024-2025","RSV","8","Little Village","2024","61,312.5","10.78754902472","7.9","Moderate","202451-8-RSV"
"202548","48","11/23/2025","11/29/2025","2025-2026","SARS-CoV-2","10","Racine Ave PS","2025","42,300","10.62634036738","1.6","Minimal","202548-10-SARS-CoV-2"
"202515","15","04/06/2025","04/12/2025","2024-2025","RSV","5","Chicago Lawn/Ashburn","2025","1,987.5","9.29830713733","1","Minimal","202515-5-RSV"
"202438","38","09/15/2024","09/21/2024","2023-2024","Influenza B","11","125th St PS","2024","0",,"0","Minimal","202438-11-Influenza B"
"202535","35","08/24/2025","08/30/2025","2024-2025","SARS-CoV-2","11","125th St PS","2025","14,962.5","10.17500416341","1.5","Minimal","202535-11-SARS-CoV-2"
"202546","46","11/09/2025","11/15/2025","2025-2026","SARS-CoV-2","8","Little Village","2025","84,862.5","10.92871582168","2.3","Low","202546-8-SARS-CoV-2"
"202334","34","08/20/2023","08/26/2023","2022-2023","RSV","999","All sites","2023","3,053.57142857143","9.48480808339","0","Minimal","202334-999-RSV"
"202542","42","10/12/2025","10/18/2025","2025-2026","SARS-CoV-2","5","Chicago Lawn/Ashburn","2025","48,712.5","10.6876404188","1.9","Minimal","202542-5-SARS-CoV-2"
"202533","33","08/10/2025","08/16/2025","2024-2025","SARS-CoV-2","8","Little Village","2025","33,712.5","10.52779095946","1.2","Minimal","202533-8-SARS-CoV-2"
"202301","1","01/01/2023","01/07/2023","2022-2023","Influenza B","4","Austin/Montclare","2023","0",,"0","Minimal","202301-4-Influenza B"
"202601","1","01/04/2026","01/10/2026","2025-2026","Influenza B","11","125th St PS","2026","0",,"0","Minimal","202601-11-Influenza B"
"202532","32","08/03/2025","08/09/2025","2024-2025","Influenza A","5","Chicago Lawn/Ashburn","2025","0",,"0","Minimal","202532-5-Influenza A"
"202251","51","12/18/2022","12/24/2022","2022-2023","Influenza B","4","Austin/Montclare","2022","1,987.5","9.29830713733","1","Minimal","202251-4-Influenza B"
"202235","35","08/28/2022","09/03/2022","2021-2022","SARS-CoV-2","4","Austin/Montclare","2022","95,475","10.97988966705","3.9","Moderate","202235-4-SARS-CoV-2"
"202536","36","08/31/2025","09/06/2025","2024-2025","Influenza A","6","West Pullman/Roseland","2025","0",,"0","Minimal","202536-6-Influenza A"
"202331","31","07/30/2023","08/05/2023","2022-2023","Influenza B","4","Austin/Montclare","2023","0",,"0","Minimal","202331-4-Influenza B"
"202343","43","10/22/2023","10/28/2023","2023-2024","SARS-CoV-2","9","North Branch PS","2023","341,925","11.53393085559","5.1","Moderate","202343-9-SARS-CoV-2"
"202506","6","02/02/2025","02/08/2025","2024-2025","RSV","999","All sites","2025","65,485.7142857143","10.81614656895","7.3","Moderate","202506-999-RSV"
"202446","46","11/10/2024","11/16/2024","2024-2025","SARS-CoV-2","6","West Pullman/Roseland","2024","83,775","10.92311443651","4.8","Moderate","202446-6-SARS-CoV-2"
"202233","33","08/14/2022","08/20/2022","2021-2022","SARS-CoV-2","5","Chicago Lawn/Ashburn","2022","218,775","11.33999769251","5","Moderate","202233-5-SARS-CoV-2"
"202309","9","02/26/2023","03/04/2023","2022-2023","RSV","8","Little Village","2023",,,"0","Minimal","202309-8-RSV"
"202225","25","06/19/2022","06/25/2022","2021-2022","RSV","5","Chicago Lawn/Ashburn","2022",,,"0","Minimal","202225-5-RSV"
"202235","35","08/28/2022","09/03/2022","2021-2022","SARS-CoV-2","999","All sites","2022","113,687.5","11.05571271641","3.9","Moderate","202235-999-SARS-CoV-2"
"202526","26","06/22/2025","06/28/2025","2024-2025","Influenza B","6","West Pullman/Roseland","2025","1,987.5","9.29830713733","1","Minimal","202526-6-Influenza B"
"202445","45","11/03/2024","11/09/2024","2024-2025","Influenza A","999","All sites","2024","3,728.57142857143","9.57154246732","0","Minimal","202445-999-Influenza A"
"202227","27","07/03/2022","07/09/2022","2021-2022","Influenza B","5","Chicago Lawn/Ashburn","2022",,,"0","Minimal","202227-5-Influenza B"
"202330","30","07/23/2023","07/29/2023","2022-2023","Influenza B","11","125th St PS","2023","1,950","9.29003461136","1","Minimal","202330-11-Influenza B"
"202305","5","01/29/2023","02/04/2023","2022-2023","RSV","8","Little Village","2023",,,"0","Minimal","202305-8-RSV"
"202316","16","04/16/2023","04/22/2023","2022-2023","Influenza A","6","West Pullman/Roseland","2023","0",,"0","Minimal","202316-6-Influenza A"
"202331","31","07/30/2023","08/05/2023","2022-2023","Influenza B","10","Racine Ave PS","2023","0",,"0","Minimal","202331-10-Influenza B"
"202444","44","10/27/2024","11/02/2024","2024-2025","RSV","10","Racine Ave PS","2024","4,012.5","9.60341504541","1.7","Minimal","202444-10-RSV"
"202222","22","05/29/2022","06/04/2022","2021-2022","Influenza B","5","Chicago Lawn/Ashburn","2022",,,"0","Minimal","202222-5-Influenza B"
"202602","2","01/11/2026","01/17/2026","2025-2026","Influenza A","999","All sites","2026","44,670.922701143","10.65002492314","6.1","Low","202602-999-Influenza A"
"202340","40","10/01/2023","10/07/2023","2023-2024","Influenza A","9","North Branch PS","2023","0",,"0","Minimal","202340-9-Influenza A"
"202414","14","03/31/2024","04/06/2024","2023-2024","SARS-CoV-2","11","125th St PS","2024","70,387.5","10.84749554035","4.2","Moderate","202414-11-SARS-CoV-2"
"202435","35","08/25/2024","08/31/2024","2023-2024","RSV","4","Austin/Montclare","2024","0",,"0","Minimal","202435-4-RSV"
"202323","23","06/04/2023","06/10/2023","2022-2023","Influenza B","6","West Pullman/Roseland","2023","0",,"0","Minimal","202323-6-Influenza B"
"202536","36","08/31/2025","09/06/2025","2024-2025","SARS-CoV-2","6","West Pullman/Roseland","2025","86,662.5","10.93783121321","4.9","Moderate","202536-6-SARS-CoV-2"
"202552","52","12/21/2025","12/27/2025","2025-2026","RSV","5","Chicago Lawn/Ashburn","2025","0",,"0","Minimal","202552-5-RSV"
"202524","24","06/08/2025","06/14/2025","2024-2025","SARS-CoV-2","999","All sites","2025","108,326.785714286","11.0347358569","2.4","Low","202524-999-SARS-CoV-2"
"202424","24","06/09/2024","06/15/2024","2023-2024","Influenza A","10","Racine Ave PS","2024","1,987.5","9.29830713733","1","Minimal","202424-10-Influenza A"
"202352","52","12/24/2023","12/30/2023","2023-2024","RSV","6","West Pullman/Roseland","2023","93,037.5","10.968658032","13.7","Very High","202352-6-RSV"
"202249","49","12/04/2022","12/10/2022","2022-2023","RSV","5","Chicago Lawn/Ashburn","2022",,,"0","Minimal","202249-5-RSV"
"202342","42","10/15/2023","10/21/2023","2023-2024","Influenza A","8","Little Village","2023","9,937.5","9.99727714166","1.9","Minimal","202342-8-Influenza A"
"202444","44","10/27/2024","11/02/2024","2024-2025","Influenza B","4","Austin/Montclare","2024","0",,"0","Minimal","202444-4-Influenza B"
"202443","43","10/20/2024","10/26/2024","2024-2025","SARS-CoV-2","4","Austin/Montclare","2024","39,375","10.5952205668","1.2","Minimal","202443-4-SARS-CoV-2"
"202506","6","02/02/2025","02/08/2025","2024-2025","Influenza A","10","Racine Ave PS","2025","174,975","11.24297600219","17.3","High","202506-10-Influenza A"
"202446","46","11/10/2024","11/16/2024","2024-2025","Influenza B","10","Racine Ave PS","2024","0",,"0","Minimal","202446-10-Influenza B"
"202552","52","12/21/2025","12/27/2025","2025-2026","Influenza B","5","Chicago Lawn/Ashburn","2025","0",,"0","Minimal","202552-5-Influenza B"
"202307","7","02/12/2023","02/18/2023","2022-2023","Influenza A","4","Austin/Montclare","2023","0",,"0","Minimal","202307-4-Influenza A"
"202210","10","03/06/2022","03/12/2022","2021-2022","Influenza A","5","Chicago Lawn/Ashburn","2022",,,"0","Minimal","202210-5-Influenza A"
"202207","7","02/13/2022","02/19/2022","2021-2022","RSV","999","All sites","2022",,,"0","Minimal","202207-999-RSV"
"202401","1","12/31/2023","01/06/2024","2023-2024","RSV","11","125th St PS","2024","114,112.5","11.05733322009","17.4","Very High","202401-11-RSV"
"202419","19","05/05/2024","05/11/2024","2023-2024","RSV","8","Little Village","2024","0",,"0","Minimal","202419-8-RSV"
"202437","37","09/08/2024","09/14/2024","2023-2024","RSV","11","125th St PS","2024","0",,"0","Minimal","202437-11-RSV"
"202547","47","11/16/2025","11/22/2025","2025-2026","Influenza B","11","125th St PS","2025","0",,"0","Minimal","202547-11-Influenza B"
"202518","18","04/27/2025","05/03/2025","2024-2025","Influenza A","4","Austin/Montclare","2025","3,937.5","9.5952205668","1.6","Minimal","202518-4-Influenza A"
"202550","50","12/07/2025","12/13/2025","2025-2026","Influenza A","9","North Branch PS","2025","35,587.5","10.55129748016","5.5","Low","202550-9-Influenza A"
"202447","47","11/17/2024","11/23/2024","2024-2025","RSV","8","Little Village","2024","1,987.5","9.29830713733","1","Minimal","202447-8-RSV"
"202411","11","03/10/2024","03/16/2024","2023-2024","RSV","8","Little Village","2024","19,987.5","10.30075847675","3.4","Low","202411-8-RSV"
"202348","48","11/26/2023","12/02/2023","2023-2024","Influenza A","9","North Branch PS","2023","16,387.5","10.2145127047","3","Low","202348-9-Influenza A"
"202404","4","01/21/2024","01/27/2024","2023-2024","SARS-CoV-2","6","West Pullman/Roseland","2024","188,437.5","11.27516733382","8.3","Very High","202404-6-SARS-CoV-2"
"202211","11","03/13/2022","03/19/2022","2021-2022","Influenza A","5","Chicago Lawn/Ashburn","2022",,,"0","Minimal","202211-5-Influenza A"
"202544","44","10/26/2025","11/01/2025","2025-2026","SARS-CoV-2","10","Racine Ave PS","2025","22,575","10.35362775899","1","Minimal","202544-10-SARS-CoV-2"
"202244","44","10/30/2022","11/05/2022","2022-2023","SARS-CoV-2","6","West Pullman/Roseland","2022","140,512.5","11.14771496082","6.8","High","202244-6-SARS-CoV-2"
"202226","26","06/26/2022","07/02/2022","2021-2022","RSV","6","West Pullman/Roseland","2022",,,"0","Minimal","202226-6-RSV"
"202215","15","04/10/2022","04/16/2022","2021-2022","Influenza B","6","West Pullman/Roseland","2022",,,"0","Minimal","202215-6-Influenza B"
"202252","52","12/25/2022","12/31/2022","2022-2023","Influenza A","8","Little Village","2022","48,525","10.68596554406","6.7","Moderate","202252-8-Influenza A"
"202238","38","09/18/2022","09/24/2022","2021-2022","Influenza B","999","All sites","2022",,,"0","Minimal","202238-999-Influenza B"
"202508","8","02/16/2025","02/22/2025","2024-2025","Influenza A","999","All sites","2025","87,771.4285714286","10.94335316701","9.5","Moderate","202508-999-Influenza A"
"202502","2","01/05/2025","01/11/2025","2024-2025","RSV","5","Chicago Lawn/Ashburn","2025","53,662.5","10.72967090149","6.9","Moderate","202502-5-RSV"
"202415","15","04/07/2024","04/13/2024","2023-2024","Influenza B","9","North Branch PS","2024","0",,"0","Minimal","202415-9-Influenza B"
"202426","26","06/23/2024","06/29/2024","2023-2024","SARS-CoV-2","6","West Pullman/Roseland","2024","56,887.5","10.75501684851","3.7","Moderate","202426-6-SARS-CoV-2"
"202603","3","01/18/2026","01/24/2026","2025-2026","Influenza A","6","West Pullman/Roseland","2026","54,197.636339476","10.73398034655","17.1","High","202603-6-Influenza A"
"202224","24","06/12/2022","06/18/2022","2021-2022","Influenza B","6","West Pullman/Roseland","2022",,,"0","Minimal","202224-6-Influenza B"
"202429","29","07/14/2024","07/20/2024","2023-2024","Influenza B","11","125th St PS","2024","0",,"0","Minimal","202429-11-Influenza B"
"202328","28","07/09/2023","07/15/2023","2022-2023","Influenza B","10","Racine Ave PS","2023","0",,"0","Minimal","202328-10-Influenza B"
"202539","39","09/21/2025","09/27/2025","2024-2025","SARS-CoV-2","8","Little Village","2025","82,462.5","10.91625649709","2.3","Low","202539-8-SARS-CoV-2"
"202327","27","07/02/2023","07/08/2023","2022-2023","Influenza B","5","Chicago Lawn/Ashburn","2023","0",,"0","Minimal","202327-5-Influenza B"
"202502","2","01/05/2025","01/11/2025","2024-2025","Influenza B","5","Chicago Lawn/Ashburn","2025","1,950","9.29003461136","1","Minimal","202502-5-Influenza B"
"202416","16","04/14/2024","04/20/2024","2023-2024","RSV","4","Austin/Montclare","2024","72,787.5","10.86205680312","7.5","Moderate","202416-4-RSV"
"202602","2","01/11/2026","01/17/2026","2025-2026","RSV","5","Chicago Lawn/Ashburn","2026","18,254.6797472361","10.26137421826","2.9","Low","202602-5-RSV"
"202345","45","11/05/2023","11/11/2023","2023-2024","Influenza B","4","Austin/Montclare","2023","0",,"0","Minimal","202345-4-Influenza B"
"202322","22","05/28/2023","06/03/2023","2022-2023","RSV","4","Austin/Montclare","2023","0",,"0","Minimal","202322-4-RSV"
"202545","45","11/02/2025","11/08/2025","2025-2026","Influenza B","10","Racine Ave PS","2025","0",,"0","Minimal","202545-10-Influenza B"
"202426","26","06/23/2024","06/29/2024","2023-2024","SARS-CoV-2","8","Little Village","2024","180,937.5","11.25752858541","4.1","Moderate","202426-8-SARS-CoV-2"
"202514","14","03/30/2025","04/05/2025","2024-2025","Influenza A","5","Chicago Lawn/Ashburn","2025","9,825","9.99233255905","1.9","Minimal","202514-5-Influenza A"
"202516","16","04/13/2025","04/19/2025","2024-2025","RSV","8","Little Village","2025","11,887.5","10.07509052995","3.9","Low","202516-8-RSV"
"202312","12","03/19/2023","03/25/2023","2022-2023","Influenza B","5","Chicago Lawn/Ashburn","2023","1,950","9.29003461136","1","Minimal","202312-5-Influenza B"
"202424","24","06/09/2024","06/15/2024","2023-2024","RSV","999","All sites","2024","283.92857142857","8.45320909731","0","Minimal","202424-999-RSV"
"202436","36","09/01/2024","09/07/2024","2023-2024","RSV","10","Racine Ave PS","2024","0",,"0","Minimal","202436-10-RSV"
"202334","34","08/20/2023","08/26/2023","2022-2023","Influenza B","5","Chicago Lawn/Ashburn","2023","0",,"0","Minimal","202334-5-Influenza B"
"202413","13","03/24/2024","03/30/2024","2023-2024","Influenza B","11","125th St PS","2024","10,050","10.00216606176","3.1","Low","202413-11-Influenza B"
"202223","23","06/05/2022","06/11/2022","2021-2022","Influenza B","6","West Pullman/Roseland","2022",,,"0","Minimal","202223-6-Influenza B"
"202321","21","05/21/2023","05/27/2023","2022-2023","Influenza B","5","Chicago Lawn/Ashburn","2023","0",,"0","Minimal","202321-5-Influenza B"
"202603","3","01/18/2026","01/24/2026","2025-2026","SARS-CoV-2","9","North Branch PS","2026","393,538.62","11.59498735837","5.9","High","202603-9-SARS-CoV-2"
"202419","19","05/05/2024","05/11/2024","2023-2024","Influenza A","6","West Pullman/Roseland","2024","1,987.5","9.29830713733","1","Minimal","202419-6-Influenza A"
"202508","8","02/16/2025","02/22/2025","2024-2025","Influenza B","6","West Pullman/Roseland","2025","0",,"0","Minimal","202508-6-Influenza B"
"202350","50","12/10/2023","12/16/2023","2023-2024","RSV","999","All sites","2023","67,575","10.82978605437","8.2","High","202350-999-RSV"
"202328","28","07/09/2023","07/15/2023","2022-2023","RSV","6","West Pullman/Roseland","2023","0",,"0","Minimal","202328-6-RSV"
"202522","22","05/25/2025","05/31/2025","2024-2025","SARS-CoV-2","6","West Pullman/Roseland","2025","152,212.5","11.18245031905","6.9","High","202522-6-SARS-CoV-2"
"202537","37","09/07/2025","09/13/2025","2024-2025","RSV","8","Little Village","2025","1,912.5","9.28160144383","1","Minimal","202537-8-RSV"
"202407","7","02/11/2024","02/17/2024","2023-2024","RSV","4","Austin/Montclare","2024","33,262.5","10.52195488756","4.7","Low","202407-4-RSV"
"202238","38","09/18/2022","09/24/2022","2021-2022","Influenza A","999","All sites","2022",,,"0","Minimal","202238-999-Influenza A"
"202351","51","12/17/2023","12/23/2023","2023-2024","RSV","9","North Branch PS","2023","108,787.5","11.03657899653","11.9","Very High","202351-9-RSV"
"202419","19","05/05/2024","05/11/2024","2023-2024","RSV","11","125th St PS","2024","6,000","9.77815125038","2.6","Low","202419-11-RSV"
"202411","11","03/10/2024","03/16/2024","2023-2024","Influenza A","8","Little Village","2024","28,012.5","10.44735186954","4.4","Low","202411-8-Influenza A"
"202449","49","12/01/2024","12/07/2024","2024-2025","SARS-CoV-2","5","Chicago Lawn/Ashburn","2024","37,200","10.57054293988","1.4","Minimal","202449-5-SARS-CoV-2"
"202402","2","01/07/2024","01/13/2024","2023-2024","SARS-CoV-2","4","Austin/Montclare","2024","542,325","11.73425962493","7.3","High","202402-4-SARS-CoV-2"
"202508","8","02/16/2025","02/22/2025","2024-2025","Influenza A","4","Austin/Montclare","2025","149,962.5","11.17598267186","13.7","High","202508-4-Influenza A"
"202349","49","12/03/2023","12/09/2023","2023-2024","RSV","11","125th St PS","2023","1,987.5","9.29830713733","1","Minimal","202349-11-RSV"
"202210","10","03/06/2022","03/12/2022","2021-2022","Influenza A","999","All sites","2022",,,"0","Minimal","202210-999-Influenza A"
"202320","20","05/14/2023","05/20/2023","2022-2023","RSV","999","All sites","2023","573.21428571429","8.7583170054","0","Minimal","202320-999-RSV"
"202331","31","07/30/2023","08/05/2023","2022-2023","SARS-CoV-2","10","Racine Ave PS","2023","40,837.5","10.61105914748","1.6","Minimal","202331-10-SARS-CoV-2"
"202448","48","11/24/2024","11/30/2024","2024-2025","Influenza A","9","North Branch PS","2024","1,987.5","9.29830713733","1","Minimal","202448-9-Influenza A"
"202544","44","10/26/2025","11/01/2025","2025-2026","Influenza A","11","125th St PS","2025","1,800","9.2552725051","0.9","Minimal","202544-11-Influenza A"
"202423","23","06/02/2024","06/08/2024","2023-2024","Influenza B","4","Austin/Montclare","2024","13,762.5","10.13869733198","11","Moderate","202423-4-Influenza B"
"202405","5","01/28/2024","02/03/2024","2023-2024","SARS-CoV-2","9","North Branch PS","2024","511,200","11.70859084515","7.1","High","202405-9-SARS-CoV-2"
"202433","33","08/11/2024","08/17/2024","2023-2024","Influenza A","8","Little Village","2024","22,425","10.35073245172","3.4","Low","202433-8-Influenza A"
